campaign_id,product_id,budget,clicks,conversions,revenue_generated,roi,customer_id,subscription_tier,subscription_length,flash_sale_id,discount_level,units_sold,bundle_id,bundle_price,customer_satisfaction_post_refund,common_keywords,traffic_type
CMP_MGDI72,PROD_F3DC39,34184.2600,1951,566,73203.9300,1.1100,CUST_ZBC7XB,Premium,21,FLASH_BPSXC8,50,6,BNDL_LMKUZW,376.5200,2,Affordable,Organic
CMP_0EC5DP,PROD_VDM8KZ,4678.6500,542,542,5671.9800,1.5800,CUST_4ZYL92,Standard,26,FLASH_GNRZUO,68,114,BNDL_RFAO5M,375.4900,4,Affordable,Direct
CMP_AVPT93,PROD_3R4QFO,23418.8600,1450,188,20400.4200,3.3400,CUST_F0AC5N,Premium,17,FLASH_5RFR2L,39,108,BNDL_TA6CAG,232.5000,1,Affordable,Organic
CMP_PUKSTA,PROD_L49BHV,24030.5700,2642,333,38332.0100,2.7100,CUST_CVQSC1,Premium,8,FLASH_34JRQ2,26,65,BNDL_NX2F0E,217.2200,3,Stylish,Organic
CMP_UPL73Y,PROD_3CUKCW,46365.4500,4260,662,37424.2800,4.7000,CUST_QFYFYU,Premium,29,FLASH_K7DI2J,27,128,BNDL_VGGEEM,271.8100,4,Affordable,Organic
CMP_IWIL3X,PROD_ATRL5H,10878.1000,1065,159,95520.9900,0.7700,CUST_A8ZXDW,Standard,12,FLASH_FVR5HB,28,146,BNDL_FO7JOX,325.3000,3,Stylish,Organic
CMP_XO604D,PROD_I2PXQO,17553.5600,922,203,36250.8000,4.9800,CUST_AZ1XC3,Standard,25,FLASH_2BUGB1,45,129,BNDL_MY5FMS,345.2800,3,Stylish,Direct
CMP_XLDM86,PROD_3WR2VH,24867.2200,1884,133,6919.9000,2.1900,CUST_HKL1CN,Basic,8,FLASH_POJSN6,53,87,BNDL_587PAF,250.3100,1,Durable,Referral
CMP_AA81ZH,PROD_9QRPRX,19158.8300,4907,736,87786.1000,1.9700,CUST_ZX9HEA,Basic,29,FLASH_B37TH0,20,47,BNDL_KCGQKT,196.2100,4,Durable,Referral
CMP_DQK7Y1,PROD_HBXJZC,34609.9300,825,335,20054.4700,4.8400,CUST_P93KZI,Premium,34,FLASH_02S8O5,21,182,BNDL_N6MCWG,495.0400,1,Stylish,Organic
CMP_13AP7U,PROD_RX9I69,19456.5900,3401,829,83530.7300,3.7200,CUST_5U1E18,Premium,2,FLASH_FO0ZNI,39,179,BNDL_HCATC3,479.2500,3,Stylish,Referral
CMP_GHB4DT,PROD_WBSJHL,47367.9500,4718,816,39165.0500,1.8500,CUST_S7ONKP,Basic,20,FLASH_ZKRYLZ,42,16,BNDL_PZGRKG,402.0300,2,Stylish,Referral
CMP_48OBZF,PROD_QTFX4G,32565.8900,2872,440,79856.0500,3.3500,CUST_7SK8VP,Basic,13,FLASH_R8MCFF,36,192,BNDL_QCWZNA,372.3900,2,Stylish,Organic
CMP_ARUHLW,PROD_8BYGA5,48182.7200,2711,956,30872.0400,2.6600,CUST_XI47MG,Premium,8,FLASH_U4Y5B3,29,15,BNDL_BPE4B9,156.5600,1,Stylish,Organic
CMP_EH7M2J,PROD_Y55CMK,48301.8600,4689,860,60947.6900,0.8500,CUST_D7B7Y0,Premium,18,FLASH_NPMBOY,67,63,BNDL_UBZ694,452.2800,3,Durable,Organic
CMP_KKQS6R,PROD_N01HDH,4866.5700,1733,92,23673.4000,3.8900,CUST_3XHAD7,Basic,25,FLASH_RKN1TX,29,20,BNDL_M95581,450.5900,4,Innovative,Referral
CMP_LGMNXV,PROD_IS214T,4109.4100,4167,400,1473.9700,4.2900,CUST_DXJ4XE,Standard,18,FLASH_OLX6YI,29,127,BNDL_872E4C,190.9300,4,Affordable,Referral
CMP_LULQD3,PROD_IB9ZKO,17485.3000,4500,532,24545.3000,0.6200,CUST_XBAT3G,Premium,32,FLASH_0CJVX7,24,128,BNDL_L070HW,339.3300,2,Stylish,Organic
CMP_NYWC71,PROD_ZZ6TKK,9838.6900,2504,887,35661.5800,2.9000,CUST_C166CB,Basic,8,FLASH_C6X1X0,33,45,BNDL_Y2GU7I,117.5200,4,Innovative,Organic
CMP_93L1WS,PROD_AG0Y8X,8193.3900,3184,527,5166.0500,1.1500,CUST_WGR5HI,Standard,1,FLASH_CCC7ZY,35,77,BNDL_PX76IB,305.7400,1,Innovative,Referral
CMP_BVDAVM,PROD_TZSWZH,13531.2800,1879,339,22591.7500,2.4200,CUST_FQ9DUM,Premium,1,FLASH_FNZ6EJ,45,86,BNDL_3YOGL4,449.6500,1,Durable,Referral
CMP_RJCFUY,PROD_0LJU6E,34424.1500,776,369,88439.8000,3.4800,CUST_9T6P7D,Basic,34,FLASH_T8E0IY,30,118,BNDL_8AK43D,194.4400,3,Stylish,Direct
CMP_72AQYQ,PROD_IOETHO,26474.9100,1541,146,87687.9700,4.9700,CUST_HUK0C0,Basic,6,FLASH_141F2N,13,47,BNDL_HKU7AJ,101.4800,1,Innovative,Referral
CMP_YJ5LV3,PROD_AQM4J8,9802.0200,1915,330,81728.1800,2.7500,CUST_SH5YJ0,Premium,28,FLASH_QXJ5QA,67,126,BNDL_93IIF1,387.3200,1,Stylish,Organic
CMP_16WTFW,PROD_01J8WS,42763.9600,963,345,93740.9400,4.1800,CUST_NBHOOJ,Basic,2,FLASH_PB7LY8,18,31,BNDL_T42S2K,434.1900,1,Innovative,Organic
CMP_KB9DAQ,PROD_F0MDA9,40377.9000,4845,448,72523.9900,3.1200,CUST_AHG7YJ,Basic,16,FLASH_SXF9LT,15,3,BNDL_V22KID,130.9200,2,Durable,Referral
CMP_O53Q22,PROD_63GI6T,21937.2900,2443,530,84317.4900,2.3300,CUST_4ASLS2,Basic,15,FLASH_BVKQPJ,44,148,BNDL_JK49I2,477.8400,4,Affordable,Organic
CMP_9KXOPA,PROD_IHN1F1,16363.2500,4080,88,19260.5700,4.9300,CUST_R90TJO,Basic,24,FLASH_X22OG7,23,106,BNDL_F9YS6L,104.0100,2,Affordable,Referral
CMP_VZ65DN,PROD_TS6YSH,21591.1900,226,313,23543.8300,4.0200,CUST_U4UM68,Basic,24,FLASH_6BZL4E,55,153,BNDL_0VQT6U,495.8000,2,Stylish,Social
CMP_TQSP7T,PROD_LXDOA0,32572.1900,4251,169,14113.4500,2.0800,CUST_SD5NDD,Basic,32,FLASH_HG5FCJ,19,95,BNDL_1R4SYT,113.0700,4,Stylish,Referral
CMP_HXS4HD,PROD_TFI0BU,33181.2600,456,737,83607.3100,3.7500,CUST_KFJM59,Premium,12,FLASH_IJ9A23,34,58,BNDL_FM30Y2,60.1200,1,Stylish,Organic
CMP_SYG7WC,PROD_EHOOWS,38471.7100,105,133,7632.8300,4.5600,CUST_UQMNQN,Premium,13,FLASH_XOUKD3,17,48,BNDL_9TVC1I,275.6900,3,Innovative,Referral
CMP_3AFI14,PROD_LQR3TL,26316.8300,2844,255,64526.3100,0.8200,CUST_W42IKJ,Standard,24,FLASH_KEVKE9,49,167,BNDL_85OTED,489.9500,3,Durable,Referral
CMP_T8ZFRJ,PROD_PMT3T0,10060.6400,1115,789,97166.5700,2.8700,CUST_P1AI4X,Premium,14,FLASH_MZDL51,22,3,BNDL_1F06GO,421.7800,1,Stylish,Referral
CMP_CFQ5C8,PROD_9GA5UW,4101.5300,231,656,83579.2100,0.7800,CUST_UXSXT4,Basic,7,FLASH_BHD1UO,47,16,BNDL_UKZPFC,249.8400,4,Innovative,Social
CMP_GB2P8J,PROD_V03JRJ,40090.8300,2082,956,13854.9900,4.1800,CUST_REMMDS,Premium,23,FLASH_276A8N,23,69,BNDL_16GVZ8,140.3200,3,Innovative,Organic
CMP_204R01,PROD_PL48T5,25172.4600,1512,980,59836.1900,0.8600,CUST_6MQE8B,Standard,31,FLASH_E1RQD7,13,75,BNDL_B0JGLL,311.8200,3,Affordable,Social
CMP_RCF8GN,PROD_BU4NID,47658.7000,2271,682,3103.1900,1.0600,CUST_J3RIVD,Basic,35,FLASH_KVZK10,14,131,BNDL_4Z15WZ,454.0600,4,Durable,Social
CMP_46E6O7,PROD_W7BRMQ,35729.3600,2269,84,66301.0800,3.2500,CUST_DZ75O6,Premium,8,FLASH_7JDD0F,43,186,BNDL_N3TSW6,416.4300,4,Innovative,Organic
CMP_B54362,PROD_X4FNNF,13218.6700,2612,6,62168.1400,3.4100,CUST_AITMB7,Premium,14,FLASH_CCAEB7,50,30,BNDL_SDU7BO,352.0000,2,Innovative,Organic
CMP_3TM8JN,PROD_5NHB7I,36038.3500,1550,867,94657.4700,2.6900,CUST_RXL9UB,Standard,13,FLASH_D25G3R,13,10,BNDL_LFNQJ4,325.5600,2,Stylish,Organic
CMP_ALQIHR,PROD_BPQJEQ,21796.8800,2521,889,83618.8700,2.2100,CUST_UBIL58,Basic,5,FLASH_0CPD69,48,25,BNDL_3337V8,144.2400,3,Affordable,Organic
CMP_J9Z0YL,PROD_9A69AW,48652.2400,2396,978,25675.9300,3.5300,CUST_629CAH,Premium,4,FLASH_BJ3QSZ,24,56,BNDL_V2B2J5,254.4200,1,Innovative,Organic
CMP_I7CLIN,PROD_HRZBHS,36537.2700,4465,383,58371.2800,3.3600,CUST_L0O0NV,Standard,6,FLASH_T3UOKS,58,194,BNDL_79ZLIU,465.4200,3,Innovative,Referral
CMP_DNV7K6,PROD_61QGWM,14704.2000,1675,171,62894.9100,3.3300,CUST_UPWCYJ,Basic,17,FLASH_SAOGG4,20,11,BNDL_XP5J99,346.3300,4,Innovative,Organic
CMP_G5CTFI,PROD_116QIL,3728.1100,4109,607,90273.2700,4.4700,CUST_WAA6EU,Premium,1,FLASH_ZQGZRC,41,195,BNDL_3TZ88J,269.4900,1,Stylish,Organic
CMP_K36YWI,PROD_TWYRIK,15835.6700,693,218,78896.1800,2.7300,CUST_CL7WRA,Premium,10,FLASH_M3QAYJ,32,23,BNDL_ZNRXTS,242.7900,4,Innovative,Direct
CMP_UF2P7C,PROD_3Z63ML,19889.2500,1410,193,56592.8700,1.9000,CUST_TARJY7,Standard,19,FLASH_M3C6RP,47,160,BNDL_XAMO28,366.6400,4,Durable,Organic
CMP_J4PU9E,PROD_HD4BKN,28214.5300,2481,197,10247.5100,2.2600,CUST_MN0G0K,Standard,32,FLASH_92PQIN,50,35,BNDL_635Z29,181.6500,1,Stylish,Direct
CMP_OYXYHL,PROD_3ARQ7N,11012.6800,2096,902,50169.2700,4.1400,CUST_Q32WNG,Premium,15,FLASH_89422L,52,33,BNDL_AEOQAZ,137.9800,2,Stylish,Organic
CMP_LSKW90,PROD_05ASRW,28600.3800,1362,400,46682.4300,0.5200,CUST_6L0AR2,Premium,11,FLASH_YX4UBR,37,173,BNDL_6E56SW,277.6700,2,Affordable,Organic
CMP_LDH9QF,PROD_VXG7EK,14077.0000,1533,865,16892.7200,2.9000,CUST_Y3A3AM,Standard,16,FLASH_1B31TU,12,65,BNDL_NV3YH5,274.8500,1,Affordable,Referral
CMP_58NXHG,PROD_YQ3W0U,3426.3600,4199,410,78328.7100,3.1700,CUST_BRN4S7,Standard,7,FLASH_I7AL4A,58,55,BNDL_289L7K,122.8700,2,Stylish,Referral
CMP_R7I1UE,PROD_SQ68MY,33606.2700,1955,675,68519.0100,3.5000,CUST_QESMR6,Premium,11,FLASH_32937D,38,158,BNDL_7FKT3R,319.2600,4,Stylish,Direct
CMP_2DX4UI,PROD_KOK0M8,42561.1900,1534,534,17404.6300,2.7000,CUST_E04YXS,Basic,2,FLASH_WX5QSG,26,22,BNDL_KOHQGS,145.9900,1,Durable,Referral
CMP_C6IEFG,PROD_A3NXMN,12600.4500,4309,444,94740.6100,3.1900,CUST_7R3NNU,Standard,6,FLASH_TXLGSH,25,194,BNDL_MP1G1F,72.1600,2,Innovative,Direct
CMP_QYG5TE,PROD_ISOITX,29406.6100,3436,775,86389.1600,4.0500,CUST_KS4Z5R,Premium,18,FLASH_IIPT62,42,122,BNDL_B9IXGL,434.3400,1,Durable,Organic
CMP_2E1X9Z,PROD_9QRXVE,46167.3500,4466,561,23162.1200,4.9000,CUST_GOOIDU,Standard,9,FLASH_J6ILUB,31,159,BNDL_XQV1K3,305.4100,1,Affordable,Organic
CMP_JOOOE1,PROD_28F47K,15290.0800,497,841,1765.7500,3.5000,CUST_ZQH63M,Premium,33,FLASH_2P4T2D,15,39,BNDL_IZDJ75,406.7700,1,Stylish,Referral
CMP_SWTWL0,PROD_UR2A5P,27825.1800,4433,262,36688.3700,4.0800,CUST_V37QKC,Basic,5,FLASH_YVMOJW,51,156,BNDL_68BTLD,272.3300,4,Innovative,Direct
CMP_PICGU6,PROD_2DEQ1U,12123.4600,1154,465,15620.4100,2.6400,CUST_EKOH1D,Basic,24,FLASH_PUXCQL,50,65,BNDL_WP2973,433.0300,1,Affordable,Social
CMP_AEUK7T,PROD_CT3T8X,23125.7500,1495,626,90145.8200,0.7000,CUST_ZE6P0V,Basic,30,FLASH_ILJ9E5,13,114,BNDL_W71VB1,59.7800,3,Stylish,Organic
CMP_ZMCQ8D,PROD_MZIOJM,5663.9300,692,707,46045.6800,2.4700,CUST_S1PZW0,Premium,20,FLASH_T668FL,45,74,BNDL_30KCFP,400.7700,2,Durable,Organic
CMP_8RDQ4L,PROD_ODG1S8,5704.3400,4966,600,95825.2200,1.5900,CUST_39POE7,Basic,26,FLASH_4P1ZGO,36,192,BNDL_09ZOEO,261.5300,4,Affordable,Direct
CMP_35CK50,PROD_PCFLCM,36041.0300,4921,177,97655.8300,2.7700,CUST_NGVVXW,Standard,5,FLASH_4MOQIX,44,60,BNDL_RMDCC1,305.2900,3,Stylish,Organic
CMP_Z12ZFD,PROD_WJGUGV,30272.8500,1681,905,55095.6700,4.5200,CUST_9UL04R,Standard,27,FLASH_SFEDZY,66,128,BNDL_3ZXJ4E,366.6400,4,Innovative,Social
CMP_24YUJR,PROD_KWWI9C,22730.8600,2623,708,56706.8300,2.6600,CUST_Q398S6,Premium,20,FLASH_W39X2Z,38,192,BNDL_AXENLH,286.1700,2,Affordable,Direct
CMP_L2URUM,PROD_7A43QG,33621.8300,3433,870,37102.0100,1.3000,CUST_I91SYQ,Standard,30,FLASH_FJPU3T,13,155,BNDL_EKSJ0E,67.6600,4,Stylish,Organic
CMP_S9GDI7,PROD_0NXKYG,43679.2500,646,201,23673.9500,3.2600,CUST_11S2PR,Basic,3,FLASH_P6I0V1,68,198,BNDL_JG92P8,422.0900,3,Innovative,Referral
CMP_K983ZC,PROD_WZKY6F,14556.5100,1369,855,83426.6300,1.8300,CUST_4PE64W,Premium,31,FLASH_6RWOE1,30,141,BNDL_BVEEC4,402.7600,2,Affordable,Referral
CMP_M5B7IQ,PROD_12WXUI,14237.8400,3800,799,51579.7800,4.0400,CUST_R7XWGG,Premium,13,FLASH_K8Z5A7,27,184,BNDL_N4RG40,279.4700,2,Innovative,Organic
CMP_3JGDJM,PROD_VZM5YF,9719.4100,784,192,9473.7200,0.7000,CUST_G9X4S9,Premium,16,FLASH_SU1Y55,12,99,BNDL_3PD4Q2,422.6100,2,Innovative,Social
CMP_NRS811,PROD_QLLVKL,21736.1400,2518,995,75845.7100,1.5500,CUST_6BIHGD,Basic,14,FLASH_JRY0XJ,39,199,BNDL_UG4EOO,316.6900,1,Stylish,Referral
CMP_NGCFWF,PROD_W0H8PM,32409.1700,2301,438,55380.6400,1.2400,CUST_6277GC,Standard,3,FLASH_BNG6I5,24,88,BNDL_D5C9OR,124.3400,3,Affordable,Direct
CMP_VLLLUS,PROD_4DA3NJ,26913.3900,806,411,81912.9500,3.5900,CUST_4IH3BI,Premium,29,FLASH_MEZM6B,40,190,BNDL_J7QFH1,250.8900,4,Stylish,Organic
CMP_HRNS1N,PROD_6XPMOR,12749.5500,4048,920,1298.6300,3.9000,CUST_UFU5I3,Premium,32,FLASH_8LHG7B,43,153,BNDL_JFAAT3,252.6500,1,Innovative,Social
CMP_IGY5F6,PROD_BJGP8H,9537.3800,4786,279,1271.3900,1.9100,CUST_22WAP9,Premium,33,FLASH_CFK6D9,25,170,BNDL_IU9QT7,403.2700,1,Affordable,Organic
CMP_DKEPJK,PROD_ALCOUJ,49761.5600,3170,741,73889.8600,2.7100,CUST_J0TUOF,Standard,8,FLASH_0ZK6TJ,32,75,BNDL_9MRKND,220.8600,3,Affordable,Organic
CMP_8F0015,PROD_WXJCLQ,11976.1500,1997,731,79670.6300,4.3900,CUST_FKJRX6,Premium,35,FLASH_NQ4R3Q,45,128,BNDL_7D91WJ,77.8500,3,Durable,Social
CMP_N9M9W7,PROD_QZLV74,33920.0500,2803,418,15226.7300,0.9700,CUST_YG8F6S,Premium,1,FLASH_MSP89G,43,193,BNDL_BCPY62,143.4800,1,Innovative,Organic
CMP_3JTEB7,PROD_QCI40G,36494.7600,1161,149,50461.5600,2.5100,CUST_6NNJ1W,Premium,26,FLASH_ST8U8A,13,102,BNDL_JT36EU,387.8400,1,Stylish,Organic
CMP_644WY1,PROD_QQWH38,37738.7800,1160,310,30190.1100,0.7500,CUST_LKDGZK,Basic,23,FLASH_B4JWBA,55,18,BNDL_MQRQV5,144.3000,1,Innovative,Social
CMP_A1T36N,PROD_U3VVAX,23745.9300,4556,728,3825.7300,3.9100,CUST_R8XF4Q,Basic,21,FLASH_FMT9DC,60,190,BNDL_AAXCL6,477.8900,1,Affordable,Social
CMP_BCTONO,PROD_HP7RX0,22519.3000,2610,630,17900.7500,3.3100,CUST_UBLQ2P,Basic,24,FLASH_K113IF,31,50,BNDL_VHRC72,460.9500,3,Durable,Referral
CMP_WNOKO3,PROD_HQL0RT,25974.0300,4649,13,7329.7400,1.1200,CUST_HQD520,Standard,2,FLASH_TZC5ZT,15,194,BNDL_X9VIGC,99.0700,1,Affordable,Referral
CMP_5NUT88,PROD_QFMADY,44976.8600,2772,539,85440.7200,2.0800,CUST_L12KQB,Basic,17,FLASH_NFNO12,43,17,BNDL_UL9ATJ,302.5000,4,Stylish,Referral
CMP_0Z2QPY,PROD_BYK5E5,49431.3300,2441,505,82339.1100,3.1900,CUST_VMPI3N,Premium,12,FLASH_VYT2DD,28,45,BNDL_CBYBHZ,497.1600,2,Affordable,Organic
CMP_QPBYXM,PROD_5DEFX6,32343.6600,885,14,70324.2400,0.8600,CUST_CH1VHA,Standard,16,FLASH_L1QAF7,11,190,BNDL_D0R5B4,312.6100,2,Durable,Organic
CMP_WA1KCA,PROD_X3AFE9,15273.4200,2728,391,8494.9800,1.5400,CUST_TDO2WN,Standard,34,FLASH_44BSJ0,30,64,BNDL_SGMPY2,343.1200,1,Innovative,Referral
CMP_AX0CTV,PROD_4PQFUQ,42869.2600,1386,939,6852.2700,4.2300,CUST_CYALQ1,Premium,18,FLASH_C2ZX4F,18,132,BNDL_LDJNRD,196.3700,2,Affordable,Referral
CMP_SCH37Q,PROD_TED1AV,9483.7600,978,248,39230.9400,1.5500,CUST_T5O0N6,Standard,21,FLASH_5DT0VN,54,109,BNDL_BUG6S0,306.8600,1,Affordable,Direct
CMP_HSQI10,PROD_C2DJAX,44209.9200,1049,427,73147.5800,1.0500,CUST_LRNA0A,Basic,23,FLASH_EZK1PD,35,159,BNDL_5UXBOV,346.4900,1,Affordable,Direct
CMP_X3OLKU,PROD_MUMLC3,39839.5900,422,906,86640.6700,4.7300,CUST_79KAAT,Standard,3,FLASH_E26J75,31,146,BNDL_LDWRFY,431.0900,3,Affordable,Organic
CMP_QBF5N6,PROD_8721ME,37572.1000,2644,67,71669.9500,4.6600,CUST_VOGGD7,Standard,27,FLASH_DUQPGF,67,133,BNDL_TCNV3F,186.7100,1,Affordable,Referral
CMP_3N5JVF,PROD_0HDM0R,12405.5300,2467,6,24840.6600,4.8600,CUST_DADQ9H,Standard,25,FLASH_MGH1VU,34,46,BNDL_G5OYSG,352.8300,4,Innovative,Organic
CMP_DYB298,PROD_5H1OF9,43593.1600,968,332,44537.4400,4.3100,CUST_PS4H3K,Premium,22,FLASH_XM25EA,36,144,BNDL_UVQ53X,317.6600,2,Innovative,Referral
CMP_GARK78,PROD_628R8U,8941.0900,2316,358,48168.2400,4.0100,CUST_FUIO9B,Premium,27,FLASH_QVR7KZ,41,29,BNDL_28DSDB,175.3200,3,Durable,Organic
CMP_QTNGS7,PROD_4EH2OS,11217.9900,299,71,90003.3600,1.1300,CUST_U677DD,Premium,11,FLASH_N47F5I,24,1,BNDL_K2MJ4Z,190.5900,2,Affordable,Social
CMP_59NHJZ,PROD_V56UU0,42021.8100,1674,378,96597.6400,2.4100,CUST_0SDVX3,Basic,7,FLASH_ZMNQTC,53,170,BNDL_9VVC0R,284.2500,4,Affordable,Organic
CMP_6VDFPL,PROD_NM0JSY,41277.2400,235,468,24006.1500,1.0100,CUST_04RJ6B,Standard,3,FLASH_KMUTNJ,51,34,BNDL_6MGDHN,126.9000,3,Durable,Organic
CMP_CFV5Y7,PROD_OFX1XL,9471.6200,2411,539,28797.9000,2.3100,CUST_T556LH,Standard,28,FLASH_HOSZSX,40,53,BNDL_OTPOEG,183.0600,2,Durable,Organic
CMP_8TJ3OP,PROD_Q85TLS,15453.0300,4718,661,6664.3000,3.2400,CUST_8VV7CF,Premium,21,FLASH_K6WYCR,44,111,BNDL_0X4LDT,402.3900,4,Durable,Direct
CMP_NX3YBH,PROD_8QNLSA,27924.3000,4739,2,9196.9700,3.3500,CUST_7FX5DT,Standard,5,FLASH_I85TUL,21,35,BNDL_OS2ED1,364.0600,1,Durable,Referral
CMP_CSO8SO,PROD_D6O0OE,30816.2400,3912,71,89270.5900,0.7600,CUST_4EINV7,Basic,1,FLASH_PQ4G3P,31,8,BNDL_8C9J4D,428.8100,2,Affordable,Organic
CMP_HRHSRE,PROD_0J5CTK,30737.5100,4140,586,90884.0600,1.3100,CUST_C3CJ8I,Standard,5,FLASH_7WKOFP,56,120,BNDL_J8ROIM,239.2200,2,Durable,Organic
CMP_KPHQUM,PROD_F89AAM,20153.7500,1173,222,71102.2600,2.9300,CUST_TMJWWP,Premium,15,FLASH_36U6X6,48,93,BNDL_XFYQ8F,156.6000,4,Innovative,Referral
CMP_CYSUFU,PROD_YCK1TS,19131.1000,1835,54,39711.5700,1.6900,CUST_C3RMPD,Premium,35,FLASH_MCQ338,19,80,BNDL_73AUBV,488.6600,4,Innovative,Organic
CMP_KD2S8H,PROD_1TVFUH,6085.4600,660,681,59553.6700,0.5300,CUST_BJ2BLT,Standard,23,FLASH_3FW7OU,55,86,BNDL_BZ2O4U,385.6500,4,Affordable,Direct
CMP_LQMWXT,PROD_YKB3I8,29268.9600,3495,307,31565.5200,1.4200,CUST_RCRWX7,Basic,1,FLASH_WIJVEB,16,128,BNDL_4T39DX,323.9200,2,Affordable,Referral
CMP_KZSMDE,PROD_GK3V9A,7415.9400,336,430,47643.6200,3.2400,CUST_RRV7OI,Standard,23,FLASH_V6RF8G,56,127,BNDL_4UF54A,227.1400,3,Stylish,Organic
CMP_UBYBZ1,PROD_F070IM,16770.9700,697,829,69703.5000,3.1700,CUST_E5E3RK,Basic,21,FLASH_ZAQOAL,53,199,BNDL_VNA92Y,323.8100,1,Affordable,Organic
CMP_OZF7MD,PROD_ZAM4HJ,48003.9800,3013,203,37300.6000,3.9900,CUST_KIITMJ,Basic,24,FLASH_1WG1CR,32,149,BNDL_VWYEKN,266.1000,3,Stylish,Social
CMP_LVACXR,PROD_XY4L5S,8329.8500,3648,12,78978.0200,3.1300,CUST_HTN6HI,Standard,29,FLASH_X3OFNY,59,78,BNDL_3HSLD1,159.8800,1,Affordable,Organic
CMP_TDDIO5,PROD_E1D70U,9137.8100,392,581,25319.6900,0.5400,CUST_U6R9VZ,Basic,16,FLASH_3BG7JL,39,152,BNDL_ADXZRW,239.3400,2,Innovative,Organic
CMP_59FMHK,PROD_7XTFQ4,31347.2200,2088,808,14070.9000,4.7400,CUST_GJZZY9,Premium,16,FLASH_14NNUB,59,114,BNDL_BX21UH,114.6600,4,Durable,Direct
CMP_NF5PM0,PROD_2Z80MT,12791.4200,3167,490,87279.7400,1.8400,CUST_SC76XQ,Premium,21,FLASH_HWFB3O,54,184,BNDL_HUMYXV,104.4200,3,Stylish,Social
CMP_K65YCM,PROD_00VI3W,40053.1200,1245,431,25107.2500,1.0800,CUST_BPACS2,Premium,35,FLASH_EKJ9IL,64,50,BNDL_FL9GCJ,65.7200,1,Innovative,Social
CMP_LZT16K,PROD_DYCOB5,35152.4200,4383,807,10151.2700,4.7700,CUST_Z3BW54,Basic,32,FLASH_OE4SMY,63,180,BNDL_A2DLF3,219.7600,4,Affordable,Referral
CMP_4IYXK0,PROD_1CL0BK,11206.4500,3548,306,82150.5800,3.3000,CUST_566V38,Premium,33,FLASH_VHOVNT,63,98,BNDL_KFHADA,117.4300,4,Durable,Organic
CMP_A89KWI,PROD_D2DI1Q,3620.5900,1363,391,20394.0100,1.6200,CUST_HTZTZU,Premium,1,FLASH_JK9Z0B,13,63,BNDL_9LHLGO,243.9300,4,Affordable,Organic
CMP_N2A29H,PROD_GDMO1F,45548.6900,3975,231,98453.2900,1.5300,CUST_QIB6AK,Standard,19,FLASH_I4UDID,27,9,BNDL_FSIXX9,416.8000,2,Durable,Direct
CMP_TFVK46,PROD_YA1LCC,5379.5200,4871,479,55025.1500,4.5100,CUST_YWSGMN,Premium,27,FLASH_C26MDU,26,40,BNDL_Y8847K,409.8700,1,Durable,Referral
CMP_GUT33A,PROD_EAOHAC,36249.8900,2444,325,48544.6900,4.0400,CUST_2F891D,Basic,17,FLASH_MSQNZB,51,164,BNDL_Y8RXYR,381.4000,4,Innovative,Organic
CMP_TVJYT6,PROD_57UPFJ,2136.3900,782,27,43923.8000,1.5500,CUST_YQXDWG,Premium,9,FLASH_CGTSDL,31,142,BNDL_XKXQZD,165.9500,3,Durable,Social
CMP_UQOHG3,PROD_KKL9JU,4639.6400,3747,818,84094.6100,3.1600,CUST_LSAH7J,Premium,28,FLASH_4PHV55,36,44,BNDL_E3IJDF,102.0900,4,Durable,Organic
CMP_6L9MVL,PROD_RRJM7L,38024.5500,935,43,74697.4600,4.0000,CUST_L1VJTC,Standard,11,FLASH_B5XSNK,46,186,BNDL_4WS36B,439.2400,2,Affordable,Referral
CMP_V1FO6P,PROD_ELAQ77,27174.0300,3286,226,9871.8100,3.2200,CUST_PYLKGA,Premium,2,FLASH_XO122T,64,63,BNDL_YJB7Y0,342.9100,4,Affordable,Organic
CMP_2168AN,PROD_RLUS5P,1364.5300,2615,595,17230.4200,4.6100,CUST_D8PAEQ,Basic,16,FLASH_BYP6H2,32,28,BNDL_E1YD06,252.5000,4,Innovative,Referral
CMP_F8PWJA,PROD_FSW4WJ,48759.4900,4985,340,12751.9000,3.9600,CUST_DM3YPR,Basic,25,FLASH_WTRPMB,21,48,BNDL_2SI9S4,219.7200,4,Stylish,Organic
CMP_GPDE6B,PROD_D4EENB,1136.2900,1769,162,34733.1900,4.4800,CUST_A02J40,Standard,33,FLASH_LJDQ3B,16,102,BNDL_7AGF6J,252.0600,1,Affordable,Organic
CMP_ZDNFH4,PROD_LXDHHJ,8384.5500,3119,718,9458.8200,2.1800,CUST_06KB63,Standard,12,FLASH_R4PTZH,39,84,BNDL_VI4C0P,387.4200,3,Durable,Organic
CMP_880K8F,PROD_0GMIWG,23720.3300,4861,180,93006.5200,2.9200,CUST_IZ4XXF,Standard,31,FLASH_UOMA99,48,104,BNDL_1ASUHF,188.3000,4,Innovative,Referral
CMP_RQ0OHG,PROD_DQZITC,9044.5100,1428,779,42338.6400,0.6400,CUST_ABLLJL,Premium,15,FLASH_73WC35,40,44,BNDL_UM6VHU,110.4500,1,Affordable,Referral
CMP_68KNAL,PROD_06VSQ6,19609.4900,3476,42,14352.5000,3.3800,CUST_FH6TQO,Premium,25,FLASH_PM59BX,68,135,BNDL_N7Z8J5,269.3900,2,Affordable,Referral
