date,source,medium,campaign,device_category,sessions,page_views,conversions,revenue,session_duration,new_users,cvr_per_session,cvr_per_pageview,arpu,avg_session_duration,avg_pages_per_session,new_user_rate
2023-06-08,Organic,Direct,Spring Promo,Mobile,2,12,4,560,899,2,2.0000,0.3333,280.0000,449.5000,6.0000,1.0000
2023-06-08,Organic,Direct,Spring Promo,Tablet,2,14,5,481,686,1,2.5000,0.3571,240.5000,343.0000,7.0000,0.5000
2023-06-08,Organic,Direct,Summer Sale,Desktop,1,5,1,67,452,0,1.0000,0.2000,67.0000,452.0000,5.0000,0.0000
2023-06-08,Organic,Direct,Summer Sale,Mobile,1,5,0,0,591,0,0.0000,0.0000,0.0000,591.0000,5.0000,0.0000
2023-06-08,Organic,Direct,Winter Campaign,Desktop,3,19,4,441,1319,1,1.3333,0.2105,147.0000,439.6667,6.3333,0.3333
2023-06-08,Organic,Direct,Winter Campaign,Mobile,2,13,4,306,827,1,2.0000,0.3077,153.0000,413.5000,6.5000,0.5000
2023-06-08,Organic,Direct,Winter Campaign,Tablet,2,16,3,291,757,0,1.5000,0.1875,145.5000,378.5000,8.0000,0.0000
2023-06-08,Organic,Direct,,Mobile,1,3,1,106,79,0,1.0000,0.3333,106.0000,79.0000,3.0000,0.0000
2023-06-08,Organic,Direct,,Tablet,3,19,6,594,754,2,2.0000,0.3158,198.0000,251.3333,6.3333,0.6667
2023-06-08,Organic,Organic Search,Spring Promo,Desktop,2,9,5,633,282,2,2.5000,0.5556,316.5000,141.0000,4.5000,1.0000
2023-06-08,Organic,Organic Search,Spring Promo,Mobile,1,4,2,252,93,0,2.0000,0.5000,252.0000,93.0000,4.0000,0.0000
2023-06-08,Organic,Organic Search,Spring Promo,Tablet,3,20,7,797,1063,2,2.3333,0.3500,265.6667,354.3333,6.6667,0.6667
2023-06-08,Organic,Organic Search,Summer Sale,Desktop,2,3,5,548,351,0,2.5000,1.6667,274.0000,175.5000,1.5000,0.0000
2023-06-08,Organic,Organic Search,Summer Sale,Mobile,2,18,5,514,860,0,2.5000,0.2778,257.0000,430.0000,9.0000,0.0000
2023-06-08,Organic,Organic Search,Summer Sale,Tablet,2,14,6,801,443,2,3.0000,0.4286,400.5000,221.5000,7.0000,1.0000
2023-06-08,Organic,Organic Search,Winter Campaign,Desktop,3,13,2,186,1020,1,0.6667,0.1538,62.0000,340.0000,4.3333,0.3333
2023-06-08,Organic,Organic Search,Winter Campaign,Mobile,3,17,2,227,925,3,0.6667,0.1176,75.6667,308.3333,5.6667,1.0000
2023-06-08,Organic,Organic Search,Winter Campaign,Tablet,2,14,3,150,757,1,1.5000,0.2143,75.0000,378.5000,7.0000,0.5000
2023-06-08,Organic,Organic Search,,Mobile,1,4,2,212,596,0,2.0000,0.5000,212.0000,596.0000,4.0000,0.0000
2023-06-08,Organic,Organic Search,,Tablet,2,7,1,120,571,0,0.5000,0.1429,60.0000,285.5000,3.5000,0.0000
2023-06-08,Organic,Referral,Spring Promo,Desktop,3,23,6,688,833,3,2.0000,0.2609,229.3333,277.6667,7.6667,1.0000
2023-06-08,Organic,Referral,Spring Promo,Mobile,2,16,1,89,711,2,0.5000,0.0625,44.5000,355.5000,8.0000,1.0000
2023-06-08,Organic,Referral,Spring Promo,Tablet,1,4,1,78,91,0,1.0000,0.2500,78.0000,91.0000,4.0000,0.0000
2023-06-08,Organic,Referral,Summer Sale,Desktop,2,17,6,306,409,0,3.0000,0.3529,153.0000,204.5000,8.5000,0.0000
2023-06-08,Organic,Referral,Summer Sale,Mobile,2,12,3,354,565,1,1.5000,0.2500,177.0000,282.5000,6.0000,0.5000
2023-06-08,Organic,Referral,Summer Sale,Tablet,2,14,4,361,1019,1,2.0000,0.2857,180.5000,509.5000,7.0000,0.5000
2023-06-08,Organic,Referral,Winter Campaign,Mobile,4,13,5,521,852,0,1.2500,0.3846,130.2500,213.0000,3.2500,0.0000
2023-06-08,Organic,Referral,,Desktop,3,3,7,709,1071,1,2.3333,2.3333,236.3333,357.0000,1.0000,0.3333
2023-06-08,Organic,Referral,,Mobile,1,3,2,230,405,1,2.0000,0.6667,230.0000,405.0000,3.0000,1.0000
2023-06-08,Organic,Referral,,Tablet,1,1,3,375,331,0,3.0000,3.0000,375.0000,331.0000,1.0000,0.0000
2023-06-08,Organic,Social Media,Spring Promo,Desktop,1,10,1,130,154,1,1.0000,0.1000,130.0000,154.0000,10.0000,1.0000
2023-06-08,Organic,Social Media,Spring Promo,Mobile,4,27,8,650,1497,2,2.0000,0.2963,162.5000,374.2500,6.7500,0.5000
2023-06-08,Organic,Social Media,Summer Sale,Desktop,1,1,0,0,145,1,0.0000,0.0000,0.0000,145.0000,1.0000,1.0000
2023-06-08,Organic,Social Media,Summer Sale,Mobile,4,25,10,1061,1353,2,2.5000,0.4000,265.2500,338.2500,6.2500,0.5000
2023-06-08,Organic,Social Media,Summer Sale,Tablet,2,16,2,160,696,1,1.0000,0.1250,80.0000,348.0000,8.0000,0.5000
2023-06-08,Organic,Social Media,Winter Campaign,Desktop,2,11,0,0,646,0,0.0000,0.0000,0.0000,323.0000,5.5000,0.0000
2023-06-08,Organic,Social Media,Winter Campaign,Mobile,3,15,4,353,884,0,1.3333,0.2667,117.6667,294.6667,5.0000,0.0000
2023-06-08,Organic,Social Media,Winter Campaign,Tablet,2,7,3,221,560,0,1.5000,0.4286,110.5000,280.0000,3.5000,0.0000
2023-06-08,Organic,Social Media,,Desktop,1,5,1,123,392,0,1.0000,0.2000,123.0000,392.0000,5.0000,0.0000
2023-06-08,Organic,Social Media,,Tablet,3,13,7,680,589,1,2.3333,0.5385,226.6667,196.3333,4.3333,0.3333
2023-06-08,Referral,Direct,Spring Promo,Desktop,2,5,4,554,764,1,2.0000,0.8000,277.0000,382.0000,2.5000,0.5000
2023-06-08,Referral,Direct,Spring Promo,Mobile,2,12,5,438,497,0,2.5000,0.4167,219.0000,248.5000,6.0000,0.0000
2023-06-08,Referral,Direct,Summer Sale,Desktop,3,25,7,631,613,2,2.3333,0.2800,210.3333,204.3333,8.3333,0.6667
2023-06-08,Referral,Direct,Summer Sale,Mobile,5,43,6,748,1462,4,1.2000,0.1395,149.6000,292.4000,8.6000,0.8000
2023-06-08,Referral,Direct,Winter Campaign,Desktop,2,19,1,75,422,0,0.5000,0.0526,37.5000,211.0000,9.5000,0.0000
2023-06-08,Referral,Direct,Winter Campaign,Mobile,1,1,3,273,553,1,3.0000,3.0000,273.0000,553.0000,1.0000,1.0000
2023-06-08,Referral,Direct,Winter Campaign,Tablet,3,20,8,1011,824,1,2.6667,0.4000,337.0000,274.6667,6.6667,0.3333
2023-06-08,Referral,Direct,,Desktop,3,11,2,290,1108,2,0.6667,0.1818,96.6667,369.3333,3.6667,0.6667
2023-06-08,Referral,Direct,,Mobile,1,7,3,300,127,1,3.0000,0.4286,300.0000,127.0000,7.0000,1.0000
2023-06-08,Referral,Direct,,Tablet,3,12,6,600,1307,3,2.0000,0.5000,200.0000,435.6667,4.0000,1.0000
2023-06-08,Referral,Organic Search,Spring Promo,Desktop,2,13,4,533,247,2,2.0000,0.3077,266.5000,123.5000,6.5000,1.0000
2023-06-08,Referral,Organic Search,Spring Promo,Mobile,3,14,6,456,1205,2,2.0000,0.4286,152.0000,401.6667,4.6667,0.6667
2023-06-08,Referral,Organic Search,Spring Promo,Tablet,2,10,5,268,1001,0,2.5000,0.5000,134.0000,500.5000,5.0000,0.0000
2023-06-08,Referral,Organic Search,Summer Sale,Desktop,1,1,2,210,350,0,2.0000,2.0000,210.0000,350.0000,1.0000,0.0000
2023-06-08,Referral,Organic Search,Summer Sale,Mobile,2,10,1,54,208,0,0.5000,0.1000,27.0000,104.0000,5.0000,0.0000
2023-06-08,Referral,Organic Search,Summer Sale,Tablet,2,12,3,227,915,2,1.5000,0.2500,113.5000,457.5000,6.0000,1.0000
2023-06-08,Referral,Organic Search,Winter Campaign,Desktop,3,13,5,545,1066,2,1.6667,0.3846,181.6667,355.3333,4.3333,0.6667
2023-06-08,Referral,Organic Search,Winter Campaign,Tablet,3,21,1,115,923,2,0.3333,0.0476,38.3333,307.6667,7.0000,0.6667
2023-06-08,Referral,Organic Search,,Desktop,3,8,3,330,1033,2,1.0000,0.3750,110.0000,344.3333,2.6667,0.6667
2023-06-08,Referral,Organic Search,,Mobile,4,23,7,618,2001,2,1.7500,0.3043,154.5000,500.2500,5.7500,0.5000
2023-06-08,Referral,Organic Search,,Tablet,4,17,5,404,1143,3,1.2500,0.2941,101.0000,285.7500,4.2500,0.7500
2023-06-08,Referral,Referral,Spring Promo,Mobile,3,15,4,342,418,2,1.3333,0.2667,114.0000,139.3333,5.0000,0.6667
2023-06-08,Referral,Referral,Spring Promo,Tablet,3,18,5,379,1054,0,1.6667,0.2778,126.3333,351.3333,6.0000,0.0000
2023-06-08,Referral,Referral,Summer Sale,Desktop,2,4,1,126,596,2,0.5000,0.2500,63.0000,298.0000,2.0000,1.0000
2023-06-08,Referral,Referral,Summer Sale,Tablet,3,13,7,849,913,2,2.3333,0.5385,283.0000,304.3333,4.3333,0.6667
2023-06-08,Referral,Referral,Winter Campaign,Desktop,1,4,3,432,484,0,3.0000,0.7500,432.0000,484.0000,4.0000,0.0000
2023-06-08,Referral,Referral,Winter Campaign,Tablet,2,14,4,542,713,2,2.0000,0.2857,271.0000,356.5000,7.0000,1.0000
2023-06-08,Referral,Referral,,Desktop,4,30,8,843,1462,1,2.0000,0.2667,210.7500,365.5000,7.5000,0.2500
2023-06-08,Referral,Referral,,Tablet,1,8,2,228,433,0,2.0000,0.2500,228.0000,433.0000,8.0000,0.0000
2023-06-08,Referral,Social Media,Spring Promo,Desktop,2,8,3,363,660,0,1.5000,0.3750,181.5000,330.0000,4.0000,0.0000
2023-06-08,Referral,Social Media,Spring Promo,Mobile,4,27,6,749,1196,3,1.5000,0.2222,187.2500,299.0000,6.7500,0.7500
2023-06-08,Referral,Social Media,Spring Promo,Tablet,2,7,6,672,491,1,3.0000,0.8571,336.0000,245.5000,3.5000,0.5000
2023-06-08,Referral,Social Media,Summer Sale,Desktop,1,10,0,0,364,0,0.0000,0.0000,0.0000,364.0000,10.0000,0.0000
2023-06-08,Referral,Social Media,Summer Sale,Tablet,1,3,0,0,563,0,0.0000,0.0000,0.0000,563.0000,3.0000,0.0000
2023-06-08,Referral,Social Media,Winter Campaign,Desktop,1,9,0,0,576,0,0.0000,0.0000,0.0000,576.0000,9.0000,0.0000
2023-06-08,Referral,Social Media,Winter Campaign,Mobile,1,10,3,162,561,1,3.0000,0.3000,162.0000,561.0000,10.0000,1.0000
2023-06-08,Referral,Social Media,Winter Campaign,Tablet,3,28,4,551,1075,0,1.3333,0.1429,183.6667,358.3333,9.3333,0.0000
2023-06-08,Referral,Social Media,,Tablet,2,8,3,276,871,0,1.5000,0.3750,138.0000,435.5000,4.0000,0.0000
2023-06-08,Social,Direct,Spring Promo,Desktop,2,11,3,222,580,1,1.5000,0.2727,111.0000,290.0000,5.5000,0.5000
2023-06-08,Social,Direct,Spring Promo,Mobile,3,22,6,870,1236,2,2.0000,0.2727,290.0000,412.0000,7.3333,0.6667
2023-06-08,Social,Direct,Spring Promo,Tablet,1,4,1,85,277,0,1.0000,0.2500,85.0000,277.0000,4.0000,0.0000
2023-06-08,Social,Direct,Summer Sale,Desktop,1,4,2,150,471,1,2.0000,0.5000,150.0000,471.0000,4.0000,1.0000
2023-06-08,Social,Direct,Winter Campaign,Mobile,1,2,1,139,208,0,1.0000,0.5000,139.0000,208.0000,2.0000,0.0000
2023-06-08,Social,Direct,Winter Campaign,Tablet,3,17,1,136,1077,1,0.3333,0.0588,45.3333,359.0000,5.6667,0.3333
2023-06-08,Social,Direct,,Desktop,1,5,0,0,401,0,0.0000,0.0000,0.0000,401.0000,5.0000,0.0000
2023-06-08,Social,Direct,,Mobile,1,10,3,387,215,1,3.0000,0.3000,387.0000,215.0000,10.0000,1.0000
2023-06-08,Social,Direct,,Tablet,1,6,0,0,86,1,0.0000,0.0000,0.0000,86.0000,6.0000,1.0000
2023-06-08,Social,Organic Search,Spring Promo,Desktop,1,9,3,228,516,0,3.0000,0.3333,228.0000,516.0000,9.0000,0.0000
2023-06-08,Social,Organic Search,Spring Promo,Tablet,2,10,5,644,375,0,2.5000,0.5000,322.0000,187.5000,5.0000,0.0000
2023-06-08,Social,Organic Search,Summer Sale,Desktop,3,19,6,693,635,0,2.0000,0.3158,231.0000,211.6667,6.3333,0.0000
2023-06-08,Social,Organic Search,Summer Sale,Mobile,1,6,0,0,369,1,0.0000,0.0000,0.0000,369.0000,6.0000,1.0000
2023-06-08,Social,Organic Search,Summer Sale,Tablet,2,13,6,753,536,0,3.0000,0.4615,376.5000,268.0000,6.5000,0.0000
2023-06-08,Social,Organic Search,Winter Campaign,Desktop,1,5,1,87,450,1,1.0000,0.2000,87.0000,450.0000,5.0000,1.0000
2023-06-08,Social,Organic Search,Winter Campaign,Mobile,2,4,4,414,293,1,2.0000,1.0000,207.0000,146.5000,2.0000,0.5000
2023-06-08,Social,Organic Search,Winter Campaign,Tablet,3,11,2,248,1350,1,0.6667,0.1818,82.6667,450.0000,3.6667,0.3333
2023-06-08,Social,Organic Search,,Desktop,2,16,3,156,410,1,1.5000,0.1875,78.0000,205.0000,8.0000,0.5000
2023-06-08,Social,Organic Search,,Mobile,3,14,1,93,972,0,0.3333,0.0714,31.0000,324.0000,4.6667,0.0000
2023-06-08,Social,Referral,Spring Promo,Desktop,2,8,3,444,661,1,1.5000,0.3750,222.0000,330.5000,4.0000,0.5000
2023-06-08,Social,Referral,Spring Promo,Mobile,1,6,2,282,279,0,2.0000,0.3333,282.0000,279.0000,6.0000,0.0000
2023-06-08,Social,Referral,Summer Sale,Desktop,2,9,3,447,680,0,1.5000,0.3333,223.5000,340.0000,4.5000,0.0000
2023-06-08,Social,Referral,Summer Sale,Mobile,1,1,3,375,83,0,3.0000,3.0000,375.0000,83.0000,1.0000,0.0000
2023-06-08,Social,Referral,Summer Sale,Tablet,4,12,7,680,1522,3,1.7500,0.5833,170.0000,380.5000,3.0000,0.7500
2023-06-08,Social,Referral,Winter Campaign,Tablet,1,1,0,0,536,0,0.0000,0.0000,0.0000,536.0000,1.0000,0.0000
2023-06-08,Social,Referral,,Desktop,3,15,3,357,1107,2,1.0000,0.2000,119.0000,369.0000,5.0000,0.6667
2023-06-08,Social,Referral,,Mobile,2,6,3,288,584,0,1.5000,0.5000,144.0000,292.0000,3.0000,0.0000
2023-06-08,Social,Referral,,Tablet,1,9,2,138,332,1,2.0000,0.2222,138.0000,332.0000,9.0000,1.0000
2023-06-08,Social,Social Media,Spring Promo,Desktop,5,32,5,422,1335,4,1.0000,0.1562,84.4000,267.0000,6.4000,0.8000
2023-06-08,Social,Social Media,Spring Promo,Mobile,2,11,2,296,494,0,1.0000,0.1818,148.0000,247.0000,5.5000,0.0000
2023-06-08,Social,Social Media,Spring Promo,Tablet,1,6,2,230,534,0,2.0000,0.3333,230.0000,534.0000,6.0000,0.0000
2023-06-08,Social,Social Media,Summer Sale,Desktop,2,17,1,60,613,2,0.5000,0.0588,30.0000,306.5000,8.5000,1.0000
2023-06-08,Social,Social Media,Summer Sale,Tablet,1,1,3,171,493,0,3.0000,3.0000,171.0000,493.0000,1.0000,0.0000
2023-06-08,Social,Social Media,Winter Campaign,Desktop,2,14,2,120,851,1,1.0000,0.1429,60.0000,425.5000,7.0000,0.5000
2023-06-08,Social,Social Media,Winter Campaign,Mobile,4,18,9,1031,1316,3,2.2500,0.5000,257.7500,329.0000,4.5000,0.7500
2023-06-08,Social,Social Media,Winter Campaign,Tablet,1,8,2,212,134,1,2.0000,0.2500,212.0000,134.0000,8.0000,1.0000
2023-06-08,Social,Social Media,,Desktop,1,6,0,0,371,0,0.0000,0.0000,0.0000,371.0000,6.0000,0.0000
2023-06-08,Social,Social Media,,Mobile,4,26,8,970,2217,3,2.0000,0.3077,242.5000,554.2500,6.5000,0.7500
2023-06-08,Social,Social Media,,Tablet,2,11,4,558,652,1,2.0000,0.3636,279.0000,326.0000,5.5000,0.5000
2023-06-09,Direct,Direct,Spring Promo,Desktop,6,39,10,1080,2459,5,1.6667,0.2564,180.0000,409.8333,6.5000,0.8333
2023-06-09,Direct,Direct,Summer Sale,Desktop,3,20,8,720,1073,1,2.6667,0.4000,240.0000,357.6667,6.6667,0.3333
2023-06-09,Direct,Direct,Summer Sale,Mobile,2,14,1,129,928,1,0.5000,0.0714,64.5000,464.0000,7.0000,0.5000
2023-06-09,Direct,Direct,Summer Sale,Tablet,1,4,2,252,208,1,2.0000,0.5000,252.0000,208.0000,4.0000,1.0000
2023-06-09,Direct,Direct,Winter Campaign,Desktop,5,26,10,932,1315,3,2.0000,0.3846,186.4000,263.0000,5.2000,0.6000
2023-06-09,Direct,Direct,Winter Campaign,Mobile,2,14,4,406,659,0,2.0000,0.2857,203.0000,329.5000,7.0000,0.0000
2023-06-09,Direct,Direct,,Desktop,3,20,2,124,761,2,0.6667,0.1000,41.3333,253.6667,6.6667,0.6667
2023-06-09,Direct,Direct,,Tablet,3,12,6,732,830,2,2.0000,0.5000,244.0000,276.6667,4.0000,0.6667
2023-06-09,Direct,Organic Search,Spring Promo,Desktop,4,14,7,694,1144,2,1.7500,0.5000,173.5000,286.0000,3.5000,0.5000
2023-06-09,Direct,Organic Search,Spring Promo,Mobile,3,16,5,475,638,1,1.6667,0.3125,158.3333,212.6667,5.3333,0.3333
2023-06-09,Direct,Organic Search,Summer Sale,Mobile,3,26,6,534,1172,1,2.0000,0.2308,178.0000,390.6667,8.6667,0.3333
2023-06-09,Direct,Organic Search,Summer Sale,Tablet,1,1,1,93,359,1,1.0000,1.0000,93.0000,359.0000,1.0000,1.0000
2023-06-09,Direct,Organic Search,Winter Campaign,Mobile,2,5,1,70,510,1,0.5000,0.2000,35.0000,255.0000,2.5000,0.5000
2023-06-09,Direct,Organic Search,Winter Campaign,Tablet,1,10,2,284,172,1,2.0000,0.2000,284.0000,172.0000,10.0000,1.0000
2023-06-09,Direct,Organic Search,,Desktop,1,3,0,0,331,1,0.0000,0.0000,0.0000,331.0000,3.0000,1.0000
2023-06-09,Direct,Organic Search,,Mobile,2,8,3,237,465,1,1.5000,0.3750,118.5000,232.5000,4.0000,0.5000
2023-06-09,Direct,Organic Search,,Tablet,2,12,3,353,669,1,1.5000,0.2500,176.5000,334.5000,6.0000,0.5000
2023-06-09,Direct,Referral,Spring Promo,Desktop,1,8,3,423,235,1,3.0000,0.3750,423.0000,235.0000,8.0000,1.0000
2023-06-09,Direct,Referral,Spring Promo,Mobile,1,10,3,384,331,0,3.0000,0.3000,384.0000,331.0000,10.0000,0.0000
2023-06-09,Direct,Referral,Spring Promo,Tablet,5,23,9,719,1954,3,1.8000,0.3913,143.8000,390.8000,4.6000,0.6000
2023-06-09,Direct,Referral,Summer Sale,Desktop,1,2,2,276,538,0,2.0000,1.0000,276.0000,538.0000,2.0000,0.0000
2023-06-09,Direct,Referral,Summer Sale,Mobile,3,24,5,675,843,1,1.6667,0.2083,225.0000,281.0000,8.0000,0.3333
2023-06-09,Direct,Referral,Summer Sale,Tablet,2,7,6,699,740,1,3.0000,0.8571,349.5000,370.0000,3.5000,0.5000
2023-06-09,Direct,Referral,Winter Campaign,Desktop,1,9,0,0,286,1,0.0000,0.0000,0.0000,286.0000,9.0000,1.0000
2023-06-09,Direct,Referral,Winter Campaign,Mobile,2,15,3,384,701,0,1.5000,0.2000,192.0000,350.5000,7.5000,0.0000
2023-06-09,Direct,Referral,Winter Campaign,Tablet,1,10,0,0,194,0,0.0000,0.0000,0.0000,194.0000,10.0000,0.0000
2023-06-09,Direct,Referral,,Desktop,1,7,2,116,186,1,2.0000,0.2857,116.0000,186.0000,7.0000,1.0000
2023-06-09,Direct,Referral,,Mobile,1,5,1,58,262,1,1.0000,0.2000,58.0000,262.0000,5.0000,1.0000
2023-06-09,Direct,Referral,,Tablet,1,2,2,252,119,0,2.0000,1.0000,252.0000,119.0000,2.0000,0.0000
2023-06-09,Direct,Social Media,Spring Promo,Mobile,3,12,7,736,1087,1,2.3333,0.5833,245.3333,362.3333,4.0000,0.3333
2023-06-09,Direct,Social Media,Summer Sale,Desktop,5,31,8,867,965,3,1.6000,0.2581,173.4000,193.0000,6.2000,0.6000
2023-06-09,Direct,Social Media,Summer Sale,Tablet,1,3,1,96,205,1,1.0000,0.3333,96.0000,205.0000,3.0000,1.0000
2023-06-09,Direct,Social Media,Winter Campaign,Desktop,1,1,2,280,86,0,2.0000,2.0000,280.0000,86.0000,1.0000,0.0000
2023-06-09,Direct,Social Media,Winter Campaign,Mobile,5,27,4,403,2047,3,0.8000,0.1481,80.6000,409.4000,5.4000,0.6000
2023-06-09,Direct,Social Media,Winter Campaign,Tablet,4,19,6,591,1370,2,1.5000,0.3158,147.7500,342.5000,4.7500,0.5000
2023-06-09,Direct,Social Media,,Desktop,2,10,5,552,793,0,2.5000,0.5000,276.0000,396.5000,5.0000,0.0000
2023-06-09,Direct,Social Media,,Mobile,3,16,4,312,1468,2,1.3333,0.2500,104.0000,489.3333,5.3333,0.6667
2023-06-09,Direct,Social Media,,Tablet,1,8,0,0,131,1,0.0000,0.0000,0.0000,131.0000,8.0000,1.0000
2023-06-09,Organic,Direct,Spring Promo,Desktop,2,8,1,90,303,1,0.5000,0.1250,45.0000,151.5000,4.0000,0.5000
2023-06-09,Organic,Direct,Spring Promo,Mobile,1,4,1,100,558,0,1.0000,0.2500,100.0000,558.0000,4.0000,0.0000
2023-06-09,Organic,Direct,Spring Promo,Tablet,2,14,2,258,689,1,1.0000,0.1429,129.0000,344.5000,7.0000,0.5000
2023-06-09,Organic,Direct,Summer Sale,Desktop,3,15,1,125,1064,1,0.3333,0.0667,41.6667,354.6667,5.0000,0.3333
2023-06-09,Organic,Direct,Winter Campaign,Desktop,2,15,4,479,504,0,2.0000,0.2667,239.5000,252.0000,7.5000,0.0000
2023-06-09,Organic,Direct,Winter Campaign,Tablet,1,9,2,170,402,0,2.0000,0.2222,170.0000,402.0000,9.0000,0.0000
2023-06-09,Organic,Direct,,Mobile,3,17,4,400,1251,3,1.3333,0.2353,133.3333,417.0000,5.6667,1.0000
2023-06-09,Organic,Direct,,Tablet,3,24,1,118,1207,0,0.3333,0.0417,39.3333,402.3333,8.0000,0.0000
2023-06-09,Organic,Organic Search,Spring Promo,Desktop,2,14,2,214,440,1,1.0000,0.1429,107.0000,220.0000,7.0000,0.5000
2023-06-09,Organic,Organic Search,Spring Promo,Mobile,3,18,2,258,1336,3,0.6667,0.1111,86.0000,445.3333,6.0000,1.0000
2023-06-09,Organic,Organic Search,Spring Promo,Tablet,1,7,1,54,470,1,1.0000,0.1429,54.0000,470.0000,7.0000,1.0000
2023-06-09,Organic,Organic Search,Summer Sale,Desktop,3,21,6,671,949,2,2.0000,0.2857,223.6667,316.3333,7.0000,0.6667
2023-06-09,Organic,Organic Search,Summer Sale,Mobile,1,4,3,297,496,1,3.0000,0.7500,297.0000,496.0000,4.0000,1.0000
2023-06-09,Organic,Organic Search,Summer Sale,Tablet,1,1,0,0,383,0,0.0000,0.0000,0.0000,383.0000,1.0000,0.0000
2023-06-09,Organic,Organic Search,Winter Campaign,Desktop,3,24,4,401,1013,1,1.3333,0.1667,133.6667,337.6667,8.0000,0.3333
2023-06-09,Organic,Organic Search,Winter Campaign,Mobile,4,20,3,309,1721,1,0.7500,0.1500,77.2500,430.2500,5.0000,0.2500
2023-06-09,Organic,Organic Search,,Desktop,1,10,3,156,152,1,3.0000,0.3000,156.0000,152.0000,10.0000,1.0000
2023-06-09,Organic,Organic Search,,Mobile,3,18,6,642,1282,2,2.0000,0.3333,214.0000,427.3333,6.0000,0.6667
2023-06-09,Organic,Organic Search,,Tablet,1,7,1,88,487,0,1.0000,0.1429,88.0000,487.0000,7.0000,0.0000
2023-06-09,Organic,Referral,Spring Promo,Mobile,2,20,3,210,1020,1,1.5000,0.1500,105.0000,510.0000,10.0000,0.5000
2023-06-09,Organic,Referral,Spring Promo,Tablet,3,13,7,409,922,3,2.3333,0.5385,136.3333,307.3333,4.3333,1.0000
2023-06-09,Organic,Referral,Summer Sale,Mobile,3,14,6,744,618,1,2.0000,0.4286,248.0000,206.0000,4.6667,0.3333
2023-06-09,Organic,Referral,Summer Sale,Tablet,2,15,5,503,806,1,2.5000,0.3333,251.5000,403.0000,7.5000,0.5000
2023-06-09,Organic,Referral,Winter Campaign,Desktop,1,9,2,274,417,0,2.0000,0.2222,274.0000,417.0000,9.0000,0.0000
2023-06-09,Organic,Referral,Winter Campaign,Mobile,1,4,2,202,353,1,2.0000,0.5000,202.0000,353.0000,4.0000,1.0000
2023-06-09,Organic,Referral,Winter Campaign,Tablet,4,33,5,668,1692,1,1.2500,0.1515,167.0000,423.0000,8.2500,0.2500
2023-06-09,Organic,Referral,,Mobile,1,4,1,134,507,1,1.0000,0.2500,134.0000,507.0000,4.0000,1.0000
2023-06-09,Organic,Referral,,Tablet,4,23,3,300,1496,3,0.7500,0.1304,75.0000,374.0000,5.7500,0.7500
2023-06-09,Organic,Social Media,Spring Promo,Desktop,1,3,1,102,69,1,1.0000,0.3333,102.0000,69.0000,3.0000,1.0000
2023-06-09,Organic,Social Media,Spring Promo,Tablet,1,9,1,69,354,0,1.0000,0.1111,69.0000,354.0000,9.0000,0.0000
2023-06-09,Organic,Social Media,Summer Sale,Desktop,2,15,5,594,766,0,2.5000,0.3333,297.0000,383.0000,7.5000,0.0000
2023-06-09,Organic,Social Media,Summer Sale,Mobile,1,6,2,248,124,1,2.0000,0.3333,248.0000,124.0000,6.0000,1.0000
2023-06-09,Organic,Social Media,Summer Sale,Tablet,1,2,1,113,274,0,1.0000,0.5000,113.0000,274.0000,2.0000,0.0000
2023-06-09,Organic,Social Media,Winter Campaign,Tablet,1,3,3,282,270,0,3.0000,1.0000,282.0000,270.0000,3.0000,0.0000
2023-06-09,Organic,Social Media,,Desktop,2,16,1,149,765,1,0.5000,0.0625,74.5000,382.5000,8.0000,0.5000
2023-06-09,Organic,Social Media,,Mobile,1,6,3,162,207,1,3.0000,0.5000,162.0000,207.0000,6.0000,1.0000
2023-06-09,Organic,Social Media,,Tablet,2,7,5,360,1041,1,2.5000,0.7143,180.0000,520.5000,3.5000,0.5000
2023-06-09,Referral,Direct,Spring Promo,Desktop,3,15,4,498,662,0,1.3333,0.2667,166.0000,220.6667,5.0000,0.0000
2023-06-09,Referral,Direct,Spring Promo,Mobile,2,7,0,0,666,2,0.0000,0.0000,0.0000,333.0000,3.5000,1.0000
2023-06-09,Referral,Direct,Summer Sale,Mobile,3,23,5,648,1465,2,1.6667,0.2174,216.0000,488.3333,7.6667,0.6667
2023-06-09,Referral,Direct,Summer Sale,Tablet,3,12,4,344,972,2,1.3333,0.3333,114.6667,324.0000,4.0000,0.6667
2023-06-09,Referral,Direct,Winter Campaign,Desktop,1,1,0,0,237,1,0.0000,0.0000,0.0000,237.0000,1.0000,1.0000
2023-06-09,Referral,Direct,Winter Campaign,Mobile,3,13,7,565,795,1,2.3333,0.5385,188.3333,265.0000,4.3333,0.3333
2023-06-09,Referral,Direct,Winter Campaign,Tablet,3,14,6,748,574,0,2.0000,0.4286,249.3333,191.3333,4.6667,0.0000
2023-06-09,Referral,Direct,,Mobile,2,4,1,87,198,1,0.5000,0.2500,43.5000,99.0000,2.0000,0.5000
2023-06-09,Referral,Direct,,Tablet,2,7,1,135,665,1,0.5000,0.1429,67.5000,332.5000,3.5000,0.5000
2023-06-09,Referral,Organic Search,Spring Promo,Desktop,3,16,5,592,1137,3,1.6667,0.3125,197.3333,379.0000,5.3333,1.0000
