date,user_id,session_duration,page_views,source,medium,campaign,device_category,country,new_user,conversions,revenue,conversion_rate,arpu,revenue_per_session,engagement_rate,sessions
2023-06-14,1455,355,5,Direct,Direct,Winter Campaign,Mobile,USA,1,2,108,0.4,108.0,108.0,0.014084507042253521,1
2023-06-06,1456,504,7,Direct,Referral,Winter Campaign,Mobile,Canada,0,2,182,0.2857142857142857,182.0,182.0,0.013888888888888888,1
2023-06-30,1457,194,10,Organic,Social Media,,Desktop,USA,0,0,0,0.0,0.0,0.0,0.05154639175257732,1
2023-06-07,1458,365,4,Organic,Direct,,Desktop,UK,0,1,130,0.25,130.0,130.0,0.010958904109589041,1
2023-06-18,1459,514,8,Referral,Organic Search,Winter Campaign,Desktop,France,0,3,285,0.375,285.0,285.0,0.01556420233463035,1
2023-06-05,1460,411,10,Referral,Social Media,Spring Promo,Tablet,France,0,2,118,0.2,118.0,118.0,0.024330900243309004,1
2023-06-21,1461,431,1,Social,Referral,,Desktop,Australia,1,2,146,2.0,146.0,146.0,0.002320185614849188,1
2023-06-02,1462,165,2,Direct,Organic Search,,Tablet,India,0,0,0,0.0,0.0,0.0,0.012121212121212121,1
2023-06-29,1463,483,5,Organic,Organic Search,Spring Promo,Desktop,India,1,1,79,0.2,79.0,79.0,0.010351966873706004,1
2023-06-01,1464,149,9,Referral,Social Media,,Mobile,Canada,1,3,201,0.3333333333333333,201.0,201.0,0.06040268456375839,1
2023-06-07,1465,262,6,Organic,Social Media,Winter Campaign,Mobile,France,1,0,0,0.0,0.0,0.0,0.022900763358778626,1
2023-06-29,1466,89,8,Referral,Organic Search,Summer Sale,Desktop,USA,1,3,204,0.375,204.0,204.0,0.0898876404494382,1
2023-06-01,1467,376,3,Organic,Social Media,,Mobile,Canada,1,1,135,0.3333333333333333,135.0,135.0,0.007978723404255319,1
2023-06-17,1468,188,4,Referral,Direct,Spring Promo,Mobile,Canada,0,0,0,0.0,0.0,0.0,0.02127659574468085,1
2023-06-15,1469,331,10,Direct,Referral,,Mobile,Germany,0,3,240,0.3,240.0,240.0,0.030211480362537766,1
2023-06-12,1470,257,5,Referral,Direct,,Desktop,Australia,0,0,0,0.0,0.0,0.0,0.019455252918287938,1
2023-06-21,1471,598,3,Organic,Referral,Spring Promo,Tablet,France,1,1,70,0.3333333333333333,70.0,70.0,0.005016722408026756,1
2023-06-24,1472,159,3,Referral,Direct,Summer Sale,Desktop,UK,0,1,94,0.3333333333333333,94.0,94.0,0.018867924528301886,1
2023-06-07,1473,460,3,Referral,Direct,Winter Campaign,Desktop,USA,0,3,318,1.0,318.0,318.0,0.006521739130434782,1
2023-06-24,1474,249,1,Organic,Direct,,Desktop,USA,0,1,57,1.0,57.0,57.0,0.004016064257028112,1
2023-06-26,1475,291,10,Organic,Referral,Summer Sale,Desktop,India,1,3,318,0.3,318.0,318.0,0.03436426116838488,1
2023-06-12,1476,508,3,Referral,Organic Search,Summer Sale,Desktop,Germany,1,1,134,0.3333333333333333,134.0,134.0,0.005905511811023622,1
2023-06-27,1477,493,2,Social,Direct,Spring Promo,Desktop,India,0,0,0,0.0,0.0,0.0,0.004056795131845842,1
2023-06-27,1478,339,7,Direct,Referral,Spring Promo,Tablet,UK,1,0,0,0.0,0.0,0.0,0.02064896755162242,1
2023-06-17,1479,297,9,Direct,Organic Search,,Tablet,India,1,0,0,0.0,0.0,0.0,0.030303030303030304,1
2023-06-13,1480,412,9,Social,Organic Search,Winter Campaign,Mobile,UK,1,0,0,0.0,0.0,0.0,0.021844660194174758,1
2023-06-19,1481,349,10,Direct,Organic Search,,Desktop,Australia,0,3,228,0.3,228.0,228.0,0.02865329512893983,1
2023-06-11,1482,214,10,Organic,Social Media,,Mobile,Germany,0,3,417,0.3,417.0,417.0,0.04672897196261682,1
2023-06-13,1483,98,3,Organic,Organic Search,Winter Campaign,Desktop,UK,1,1,63,0.3333333333333333,63.0,63.0,0.030612244897959183,1
2023-06-13,1484,453,8,Social,Referral,,Tablet,UK,1,0,0,0.0,0.0,0.0,0.017660044150110375,1
2023-06-04,1485,255,2,Direct,Referral,Spring Promo,Tablet,USA,1,1,79,0.5,79.0,79.0,0.00784313725490196,1
2023-06-13,1486,208,3,Social,Organic Search,,Desktop,Australia,1,1,149,0.3333333333333333,149.0,149.0,0.014423076923076924,1
2023-06-14,1487,599,9,Organic,Organic Search,Summer Sale,Mobile,USA,1,2,264,0.2222222222222222,264.0,264.0,0.015025041736227046,1
2023-06-22,1488,253,2,Direct,Direct,Summer Sale,Desktop,UK,0,0,0,0.0,0.0,0.0,0.007905138339920948,1
2023-06-11,1489,111,10,Direct,Social Media,,Tablet,UK,0,1,84,0.1,84.0,84.0,0.09009009009009009,1
2023-06-14,1490,433,10,Organic,Social Media,Spring Promo,Desktop,Canada,0,1,132,0.1,132.0,132.0,0.023094688221709007,1
2023-06-03,1491,314,6,Direct,Referral,Spring Promo,Mobile,India,1,0,0,0.0,0.0,0.0,0.01910828025477707,1
2023-06-13,1492,116,9,Referral,Referral,,Mobile,India,1,1,61,0.1111111111111111,61.0,61.0,0.07758620689655173,1
2023-06-15,1493,120,5,Social,Direct,Winter Campaign,Tablet,India,1,3,321,0.6,321.0,321.0,0.041666666666666664,1
2023-06-28,1494,503,8,Referral,Referral,,Desktop,USA,1,3,300,0.375,300.0,300.0,0.015904572564612324,1
2023-06-01,1495,219,8,Social,Referral,Summer Sale,Tablet,USA,1,1,71,0.125,71.0,71.0,0.0365296803652968,1
2023-06-04,1496,213,1,Social,Organic Search,,Tablet,USA,1,3,375,3.0,375.0,375.0,0.004694835680751174,1
2023-06-30,1497,243,8,Social,Referral,Spring Promo,Mobile,Germany,0,3,186,0.375,186.0,186.0,0.03292181069958848,1
2023-06-07,1498,597,8,Organic,Social Media,Summer Sale,Mobile,France,0,3,165,0.375,165.0,165.0,0.01340033500837521,1
2023-06-05,1499,267,3,Social,Social Media,Spring Promo,Desktop,USA,1,1,76,0.3333333333333333,76.0,76.0,0.011235955056179775,1
2023-06-28,1500,91,3,Social,Direct,,Tablet,Germany,0,1,131,0.3333333333333333,131.0,131.0,0.03296703296703297,1
2023-06-15,1501,257,8,Referral,Referral,,Tablet,UK,1,0,0,0.0,0.0,0.0,0.0311284046692607,1
2023-06-17,1502,496,6,Direct,Organic Search,,Desktop,UK,0,3,408,0.5,408.0,408.0,0.012096774193548387,1
2023-06-29,1503,316,10,Direct,Direct,Winter Campaign,Mobile,Germany,1,0,0,0.0,0.0,0.0,0.03164556962025317,1
2023-06-06,1504,380,3,Social,Organic Search,Spring Promo,Tablet,Canada,0,1,144,0.3333333333333333,144.0,144.0,0.007894736842105263,1
2023-06-16,1505,411,8,Social,Social Media,,Desktop,Canada,1,0,0,0.0,0.0,0.0,0.019464720194647202,1
2023-06-25,1506,67,2,Referral,Organic Search,,Tablet,India,0,0,0,0.0,0.0,0.0,0.029850746268656716,1
2023-06-23,1507,88,9,Referral,Direct,,Tablet,UK,1,0,0,0.0,0.0,0.0,0.10227272727272728,1
2023-06-26,1508,342,6,Social,Direct,Summer Sale,Mobile,France,1,3,291,0.5,291.0,291.0,0.017543859649122806,1
2023-06-27,1509,473,8,Referral,Direct,Spring Promo,Tablet,UK,1,3,324,0.375,324.0,324.0,0.016913319238900635,1
2023-06-03,1510,298,1,Direct,Organic Search,Spring Promo,Mobile,USA,0,2,108,2.0,108.0,108.0,0.003355704697986577,1
2023-06-06,1511,69,4,Direct,Social Media,Summer Sale,Desktop,Canada,0,1,115,0.25,115.0,115.0,0.057971014492753624,1
2023-06-29,1512,445,9,Direct,Social Media,Winter Campaign,Mobile,Australia,1,3,414,0.3333333333333333,414.0,414.0,0.020224719101123594,1
2023-06-18,1513,580,5,Referral,Direct,Spring Promo,Tablet,Germany,0,2,210,0.4,210.0,210.0,0.008620689655172414,1
2023-06-11,1514,359,8,Referral,Direct,Winter Campaign,Mobile,UK,1,2,162,0.25,162.0,162.0,0.022284122562674095,1
2023-06-12,1515,81,3,Referral,Referral,Summer Sale,Tablet,UK,0,2,268,0.6666666666666666,268.0,268.0,0.037037037037037035,1
2023-06-30,1516,353,10,Social,Social Media,Summer Sale,Desktop,Canada,1,3,348,0.3,348.0,348.0,0.028328611898016998,1
2023-06-18,1517,221,1,Direct,Social Media,Summer Sale,Tablet,Canada,1,3,243,3.0,243.0,243.0,0.004524886877828055,1
2023-06-10,1518,464,10,Organic,Direct,Summer Sale,Tablet,UK,1,1,146,0.1,146.0,146.0,0.021551724137931036,1
2023-06-13,1519,339,4,Referral,Direct,Summer Sale,Tablet,France,0,0,0,0.0,0.0,0.0,0.011799410029498525,1
2023-06-14,1520,256,1,Social,Organic Search,Summer Sale,Tablet,Germany,1,0,0,0.0,0.0,0.0,0.00390625,1
2023-06-15,1521,374,2,Social,Direct,,Mobile,Germany,1,3,390,1.5,390.0,390.0,0.0053475935828877,1
2023-06-25,1522,320,1,Direct,Social Media,,Mobile,USA,0,0,0,0.0,0.0,0.0,0.003125,1
2023-06-17,1523,305,9,Organic,Organic Search,Summer Sale,Mobile,USA,0,0,0,0.0,0.0,0.0,0.029508196721311476,1
2023-06-11,1524,78,3,Referral,Social Media,Winter Campaign,Desktop,France,1,1,149,0.3333333333333333,149.0,149.0,0.038461538461538464,1
2023-06-01,1525,532,2,Organic,Organic Search,Summer Sale,Tablet,Canada,0,3,360,1.5,360.0,360.0,0.0037593984962406013,1
2023-06-09,1526,262,9,Social,Organic Search,Spring Promo,Tablet,India,1,0,0,0.0,0.0,0.0,0.03435114503816794,1
2023-06-07,1527,402,7,Direct,Social Media,Winter Campaign,Desktop,India,0,1,89,0.14285714285714285,89.0,89.0,0.017412935323383085,1
2023-06-06,1528,524,5,Referral,Social Media,Summer Sale,Tablet,UK,0,1,109,0.2,109.0,109.0,0.009541984732824428,1
2023-06-12,1529,557,7,Social,Referral,Spring Promo,Mobile,Germany,0,2,222,0.2857142857142857,222.0,222.0,0.012567324955116697,1
2023-06-06,1530,305,3,Social,Organic Search,,Desktop,France,1,1,113,0.3333333333333333,113.0,113.0,0.009836065573770493,1
2023-06-13,1531,419,8,Social,Organic Search,Winter Campaign,Desktop,UK,1,2,170,0.25,170.0,170.0,0.01909307875894988,1
2023-06-16,1532,413,3,Social,Social Media,Summer Sale,Desktop,Australia,0,0,0,0.0,0.0,0.0,0.007263922518159807,1
2023-06-13,1533,176,3,Referral,Direct,Winter Campaign,Tablet,Australia,0,3,282,1.0,282.0,282.0,0.017045454545454544,1
2023-06-24,1534,179,4,Direct,Referral,,Mobile,India,0,3,216,0.75,216.0,216.0,0.0223463687150838,1
2023-06-26,1535,260,4,Organic,Social Media,,Desktop,USA,0,0,0,0.0,0.0,0.0,0.015384615384615385,1
2023-06-19,1536,140,10,Direct,Referral,,Mobile,Canada,1,3,288,0.3,288.0,288.0,0.07142857142857142,1
2023-06-09,1537,541,5,Direct,Direct,Summer Sale,Mobile,Australia,1,0,0,0.0,0.0,0.0,0.009242144177449169,1
2023-06-17,1538,240,5,Referral,Direct,Summer Sale,Desktop,Germany,1,2,216,0.4,216.0,216.0,0.020833333333333332,1
2023-06-08,1539,317,1,Direct,Social Media,,Desktop,Australia,1,0,0,0.0,0.0,0.0,0.0031545741324921135,1
2023-06-09,1540,369,5,Social,Referral,,Tablet,USA,0,1,107,0.2,107.0,107.0,0.013550135501355014,1
2023-06-23,1541,519,4,Social,Referral,Winter Campaign,Desktop,Canada,1,1,54,0.25,54.0,54.0,0.007707129094412331,1
2023-06-13,1542,238,7,Organic,Direct,,Mobile,France,0,1,77,0.14285714285714285,77.0,77.0,0.029411764705882353,1
2023-06-29,1543,181,3,Social,Social Media,Spring Promo,Tablet,Canada,1,2,146,0.6666666666666666,146.0,146.0,0.016574585635359115,1
2023-06-18,1544,109,3,Organic,Referral,Spring Promo,Mobile,Canada,1,1,107,0.3333333333333333,107.0,107.0,0.027522935779816515,1
2023-06-26,1545,250,5,Organic,Direct,Spring Promo,Mobile,Canada,1,2,240,0.4,240.0,240.0,0.02,1
2023-06-30,1546,100,10,Social,Organic Search,Summer Sale,Mobile,USA,1,1,73,0.1,73.0,73.0,0.1,1
2023-06-13,1547,107,10,Referral,Referral,Summer Sale,Desktop,France,0,3,150,0.3,150.0,150.0,0.09345794392523364,1
2023-06-22,1548,482,9,Referral,Organic Search,,Desktop,Germany,1,3,309,0.3333333333333333,309.0,309.0,0.01867219917012448,1
2023-06-20,1549,233,9,Direct,Organic Search,Spring Promo,Desktop,USA,1,0,0,0.0,0.0,0.0,0.03862660944206009,1
2023-06-29,1550,223,8,Social,Referral,Spring Promo,Desktop,France,0,0,0,0.0,0.0,0.0,0.03587443946188341,1
2023-06-05,1551,84,8,Organic,Direct,Spring Promo,Mobile,India,0,0,0,0.0,0.0,0.0,0.09523809523809523,1
2023-06-27,1552,276,6,Direct,Referral,Summer Sale,Tablet,Germany,1,1,82,0.16666666666666666,82.0,82.0,0.021739130434782608,1
2023-06-17,1553,577,5,Referral,Direct,Summer Sale,Tablet,India,0,1,137,0.2,137.0,137.0,0.008665511265164644,1
2023-06-09,1554,527,5,Referral,Direct,Summer Sale,Mobile,USA,0,3,411,0.6,411.0,411.0,0.009487666034155597,1
2023-06-10,1555,524,4,Referral,Referral,Summer Sale,Desktop,India,1,3,342,0.75,342.0,342.0,0.007633587786259542,1
2023-06-04,1556,583,5,Referral,Organic Search,Spring Promo,Desktop,UK,0,0,0,0.0,0.0,0.0,0.008576329331046312,1
2023-06-08,1557,175,9,Direct,Organic Search,Winter Campaign,Desktop,UK,0,0,0,0.0,0.0,0.0,0.05142857142857143,1
2023-06-25,1558,165,6,Organic,Social Media,Spring Promo,Tablet,Australia,0,3,192,0.5,192.0,192.0,0.03636363636363636,1
2023-06-30,1559,268,4,Social,Social Media,,Desktop,Canada,1,0,0,0.0,0.0,0.0,0.014925373134328358,1
2023-06-16,1560,514,4,Direct,Direct,Spring Promo,Desktop,Germany,1,2,158,0.5,158.0,158.0,0.007782101167315175,1
2023-06-21,1561,558,5,Referral,Organic Search,Spring Promo,Tablet,Canada,1,0,0,0.0,0.0,0.0,0.008960573476702509,1
2023-06-29,1562,599,4,Referral,Referral,,Mobile,France,1,1,77,0.25,77.0,77.0,0.00667779632721202,1
2023-06-29,1563,227,7,Social,Referral,,Desktop,Australia,1,3,210,0.42857142857142855,210.0,210.0,0.030837004405286344,1
2023-06-25,1564,537,9,Referral,Direct,,Desktop,Australia,0,3,216,0.3333333333333333,216.0,216.0,0.01675977653631285,1
2023-06-16,1565,247,7,Direct,Referral,,Mobile,Canada,1,3,330,0.42857142857142855,330.0,330.0,0.02834008097165992,1
2023-06-10,1566,278,10,Referral,Referral,,Desktop,France,1,3,228,0.3,228.0,228.0,0.03597122302158273,1
2023-06-21,1567,370,10,Direct,Social Media,Spring Promo,Desktop,Canada,1,1,105,0.1,105.0,105.0,0.02702702702702703,1
2023-06-13,1568,194,10,Organic,Direct,Winter Campaign,Mobile,Germany,1,0,0,0.0,0.0,0.0,0.05154639175257732,1
2023-06-26,1569,323,6,Direct,Direct,Summer Sale,Tablet,Germany,1,3,306,0.5,306.0,306.0,0.018575851393188854,1
2023-06-29,1570,109,2,Organic,Direct,Summer Sale,Mobile,India,0,0,0,0.0,0.0,0.0,0.01834862385321101,1
2023-06-02,1571,268,3,Direct,Direct,Summer Sale,Desktop,Australia,1,3,171,1.0,171.0,171.0,0.011194029850746268,1
2023-06-25,1572,443,7,Social,Organic Search,Summer Sale,Desktop,India,1,3,402,0.42857142857142855,402.0,402.0,0.01580135440180587,1
2023-06-29,1573,287,8,Referral,Direct,Spring Promo,Desktop,UK,1,3,441,0.375,441.0,441.0,0.027874564459930314,1
2023-06-13,1574,138,1,Social,Direct,Summer Sale,Desktop,Australia,0,0,0,0.0,0.0,0.0,0.007246376811594203,1
2023-06-10,1575,515,2,Direct,Organic Search,Summer Sale,Tablet,France,1,3,318,1.5,318.0,318.0,0.003883495145631068,1
2023-06-17,1576,270,5,Direct,Direct,Summer Sale,Tablet,Australia,1,0,0,0.0,0.0,0.0,0.018518518518518517,1
2023-06-14,1577,99,9,Social,Organic Search,Spring Promo,Tablet,Germany,1,3,423,0.3333333333333333,423.0,423.0,0.09090909090909091,1
2023-06-24,1578,494,6,Organic,Direct,Spring Promo,Desktop,UK,1,2,274,0.3333333333333333,274.0,274.0,0.012145748987854251,1
2023-06-21,1579,148,10,Social,Referral,Winter Campaign,Mobile,India,0,2,238,0.2,238.0,238.0,0.06756756756756757,1
2023-06-22,1580,367,1,Social,Social Media,Summer Sale,Desktop,UK,0,2,248,2.0,248.0,248.0,0.0027247956403269754,1
2023-06-09,1581,76,7,Organic,Referral,Summer Sale,Mobile,USA,0,3,408,0.42857142857142855,408.0,408.0,0.09210526315789473,1
2023-06-05,1582,583,4,Direct,Direct,,Desktop,UK,0,1,77,0.25,77.0,77.0,0.00686106346483705,1
2023-06-19,1583,350,9,Direct,Organic Search,,Desktop,USA,1,1,74,0.1111111111111111,74.0,74.0,0.025714285714285714,1
2023-06-18,1584,330,3,Organic,Organic Search,Summer Sale,Tablet,USA,0,1,72,0.3333333333333333,72.0,72.0,0.00909090909090909,1
2023-06-22,1585,484,4,Direct,Social Media,Summer Sale,Tablet,Germany,1,0,0,0.0,0.0,0.0,0.008264462809917356,1
2023-06-06,1586,345,9,Direct,Direct,Summer Sale,Tablet,Canada,1,0,0,0.0,0.0,0.0,0.02608695652173913,1
2023-06-13,1587,196,7,Organic,Direct,Summer Sale,Desktop,UK,1,2,136,0.2857142857142857,136.0,136.0,0.03571428571428571,1
2023-06-12,1588,433,3,Direct,Referral,Summer Sale,Tablet,UK,0,0,0,0.0,0.0,0.0,0.006928406466512702,1
2023-06-10,1589,295,4,Organic,Social Media,Summer Sale,Mobile,France,1,0,0,0.0,0.0,0.0,0.013559322033898305,1
2023-06-30,1590,197,7,Referral,Direct,Spring Promo,Tablet,France,1,2,220,0.2857142857142857,220.0,220.0,0.03553299492385787,1
2023-06-17,1591,433,10,Referral,Organic Search,Winter Campaign,Tablet,USA,0,3,315,0.3,315.0,315.0,0.023094688221709007,1
2023-06-19,1592,90,9,Referral,Referral,Spring Promo,Desktop,Canada,1,3,153,0.3333333333333333,153.0,153.0,0.1,1
2023-06-28,1593,442,4,Organic,Social Media,Summer Sale,Desktop,USA,1,2,250,0.5,250.0,250.0,0.00904977375565611,1
2023-06-08,1594,454,6,Direct,Direct,Winter Campaign,Tablet,Germany,1,1,103,0.16666666666666666,103.0,103.0,0.013215859030837005,1
2023-06-27,1595,420,4,Organic,Direct,,Mobile,UK,0,2,158,0.5,158.0,158.0,0.009523809523809525,1
2023-06-02,1596,396,7,Direct,Social Media,,Mobile,India,0,0,0,0.0,0.0,0.0,0.017676767676767676,1
2023-06-03,1597,581,6,Social,Social Media,Summer Sale,Mobile,India,1,2,206,0.3333333333333333,206.0,206.0,0.010327022375215147,1
2023-06-13,1598,521,7,Referral,Referral,Winter Campaign,Desktop,Germany,0,2,216,0.2857142857142857,216.0,216.0,0.013435700575815739,1
2023-06-18,1599,73,4,Organic,Social Media,Summer Sale,Tablet,UK,1,1,133,0.25,133.0,133.0,0.0547945205479452,1
2023-06-09,1600,566,7,Direct,Referral,Summer Sale,Mobile,India,0,0,0,0.0,0.0,0.0,0.012367491166077738,1
2023-06-10,1601,87,7,Referral,Organic Search,Summer Sale,Mobile,India,1,1,97,0.14285714285714285,97.0,97.0,0.08045977011494253,1
2023-06-06,1602,129,3,Referral,Organic Search,Spring Promo,Mobile,UK,0,1,125,0.3333333333333333,125.0,125.0,0.023255813953488372,1
2023-06-06,1603,446,1,Referral,Organic Search,,Mobile,UK,0,1,83,1.0,83.0,83.0,0.002242152466367713,1
2023-06-30,1604,237,7,Organic,Organic Search,Spring Promo,Desktop,Germany,0,1,95,0.14285714285714285,95.0,95.0,0.029535864978902954,1
2023-06-14,1605,148,7,Referral,Direct,Spring Promo,Desktop,Canada,0,1,80,0.14285714285714285,80.0,80.0,0.0472972972972973,1
2023-06-05,1606,400,1,Social,Referral,,Mobile,Canada,0,2,246,2.0,246.0,246.0,0.0025,1
2023-06-20,1607,425,5,Social,Direct,Summer Sale,Tablet,Germany,0,1,58,0.2,58.0,58.0,0.011764705882352941,1
2023-06-10,1608,291,9,Direct,Direct,Summer Sale,Tablet,UK,1,3,378,0.3333333333333333,378.0,378.0,0.030927835051546393,1
2023-06-23,1609,159,2,Organic,Referral,Summer Sale,Tablet,Germany,1,2,244,1.0,244.0,244.0,0.012578616352201259,1
2023-06-17,1610,297,8,Organic,Referral,Summer Sale,Tablet,India,1,0,0,0.0,0.0,0.0,0.026936026936026935,1
2023-06-27,1611,163,4,Direct,Social Media,,Desktop,India,1,2,276,0.5,276.0,276.0,0.024539877300613498,1
2023-06-28,1612,544,8,Referral,Organic Search,Winter Campaign,Desktop,UK,0,3,279,0.375,279.0,279.0,0.014705882352941176,1
2023-06-01,1613,241,7,Referral,Social Media,,Desktop,USA,1,1,98,0.14285714285714285,98.0,98.0,0.029045643153526972,1
2023-06-26,1614,219,4,Referral,Organic Search,Spring Promo,Mobile,USA,0,1,88,0.25,88.0,88.0,0.0182648401826484,1
2023-06-26,1615,514,2,Organic,Direct,,Desktop,UK,1,3,255,1.5,255.0,255.0,0.0038910505836575876,1
2023-06-09,1616,222,5,Referral,Social Media,Winter Campaign,Mobile,Germany,1,3,429,0.6,429.0,429.0,0.02252252252252252,1
2023-06-19,1617,390,10,Social,Social Media,Summer Sale,Mobile,USA,1,0,0,0.0,0.0,0.0,0.02564102564102564,1
2023-06-29,1618,420,7,Organic,Direct,Summer Sale,Mobile,UK,0,1,137,0.14285714285714285,137.0,137.0,0.016666666666666666,1
2023-06-21,1619,166,2,Referral,Social Media,Winter Campaign,Mobile,UK,1,3,195,1.5,195.0,195.0,0.012048192771084338,1
2023-06-28,1620,401,5,Social,Referral,Summer Sale,Tablet,UK,1,1,108,0.2,108.0,108.0,0.012468827930174564,1
2023-06-14,1621,305,3,Direct,Organic Search,Winter Campaign,Mobile,France,0,3,336,1.0,336.0,336.0,0.009836065573770493,1
2023-06-07,1622,470,8,Social,Organic Search,,Tablet,USA,0,3,156,0.375,156.0,156.0,0.01702127659574468,1
2023-06-11,1623,397,9,Direct,Organic Search,,Mobile,UK,1,0,0,0.0,0.0,0.0,0.022670025188916875,1
2023-06-17,1624,242,9,Social,Organic Search,Winter Campaign,Tablet,France,1,3,186,0.3333333333333333,186.0,186.0,0.0371900826446281,1
2023-06-23,1625,127,7,Referral,Organic Search,Summer Sale,Tablet,Germany,0,0,0,0.0,0.0,0.0,0.05511811023622047,1
2023-06-27,1626,561,3,Referral,Direct,,Desktop,Germany,0,3,276,1.0,276.0,276.0,0.0053475935828877,1
2023-06-17,1627,411,7,Organic,Organic Search,,Desktop,Australia,0,1,117,0.14285714285714285,117.0,117.0,0.0170316301703163,1
2023-06-26,1628,87,9,Direct,Referral,Winter Campaign,Desktop,Canada,0,1,80,0.1111111111111111,80.0,80.0,0.10344827586206896,1
2023-06-29,1629,482,1,Referral,Social Media,,Tablet,Australia,1,0,0,0.0,0.0,0.0,0.002074688796680498,1
2023-06-27,1630,432,1,Direct,Organic Search,,Tablet,USA,1,1,82,1.0,82.0,82.0,0.0023148148148148147,1
2023-06-18,1631,550,2,Organic,Direct,Spring Promo,Tablet,France,0,2,236,1.0,236.0,236.0,0.0036363636363636364,1
2023-06-23,1632,567,2,Direct,Social Media,Winter Campaign,Mobile,Germany,0,1,150,0.5,150.0,150.0,0.003527336860670194,1
2023-06-10,1633,278,1,Direct,Referral,Winter Campaign,Mobile,Canada,1,1,134,1.0,134.0,134.0,0.0035971223021582736,1
2023-06-30,1634,61,7,Social,Referral,Winter Campaign,Tablet,Germany,1,1,131,0.14285714285714285,131.0,131.0,0.11475409836065574,1
2023-06-23,1635,284,8,Referral,Social Media,Winter Campaign,Mobile,Canada,1,2,208,0.25,208.0,208.0,0.028169014084507043,1
2023-06-04,1636,118,4,Social,Organic Search,Spring Promo,Mobile,Germany,0,2,210,0.5,210.0,210.0,0.03389830508474576,1
2023-06-09,1637,378,3,Direct,Organic Search,Winter Campaign,Mobile,Australia,1,0,0,0.0,0.0,0.0,0.007936507936507936,1
2023-06-08,1638,160,8,Social,Organic Search,Summer Sale,Desktop,Canada,0,3,294,0.375,294.0,294.0,0.05,1
2023-06-07,1639,85,6,Direct,Direct,,Desktop,UK,1,2,214,0.3333333333333333,214.0,214.0,0.07058823529411765,1
2023-06-05,1640,412,1,Direct,Organic Search,Summer Sale,Desktop,India,0,0,0,0.0,0.0,0.0,0.0024271844660194173,1
2023-06-11,1641,511,6,Direct,Direct,Spring Promo,Desktop,Australia,0,3,390,0.5,390.0,390.0,0.011741682974559686,1
2023-06-04,1642,388,3,Direct,Referral,Spring Promo,Mobile,Canada,0,1,122,0.3333333333333333,122.0,122.0,0.007731958762886598,1
2023-06-21,1643,590,3,Direct,Referral,Summer Sale,Tablet,India,0,3,237,1.0,237.0,237.0,0.005084745762711864,1
2023-06-12,1644,284,9,Direct,Organic Search,Summer Sale,Tablet,Australia,0,1,77,0.1111111111111111,77.0,77.0,0.03169014084507042,1
2023-06-06,1645,548,1,Direct,Direct,Winter Campaign,Desktop,Canada,0,1,140,1.0,140.0,140.0,0.0018248175182481751,1
2023-06-02,1646,122,7,Referral,Social Media,Winter Campaign,Tablet,Germany,1,1,80,0.14285714285714285,80.0,80.0,0.05737704918032787,1
2023-06-03,1647,117,8,Referral,Direct,Summer Sale,Tablet,India,0,1,110,0.125,110.0,110.0,0.06837606837606838,1
2023-06-15,1648,242,1,Social,Social Media,Summer Sale,Desktop,Australia,0,3,339,3.0,339.0,339.0,0.004132231404958678,1
2023-06-15,1649,589,2,Referral,Organic Search,Summer Sale,Desktop,Australia,1,0,0,0.0,0.0,0.0,0.003395585738539898,1
2023-06-18,1650,366,2,Social,Organic Search,Winter Campaign,Desktop,UK,0,1,111,0.5,111.0,111.0,0.00546448087431694,1
2023-06-27,1651,484,10,Social,Organic Search,Winter Campaign,Desktop,Canada,0,2,232,0.2,232.0,232.0,0.02066115702479339,1
2023-06-28,1652,568,4,Organic,Organic Search,Summer Sale,Mobile,UK,1,2,274,0.5,274.0,274.0,0.007042253521126761,1
2023-06-03,1653,103,4,Organic,Social Media,Spring Promo,Mobile,France,1,1,88,0.25,88.0,88.0,0.038834951456310676,1
2023-06-08,1654,311,2,Social,Organic Search,,Mobile,India,0,0,0,0.0,0.0,0.0,0.006430868167202572,1
2023-06-21,1655,584,2,Referral,Referral,Summer Sale,Desktop,USA,1,2,162,1.0,162.0,162.0,0.003424657534246575,1
2023-06-11,1656,371,4,Referral,Referral,Summer Sale,Tablet,Australia,1,0,0,0.0,0.0,0.0,0.01078167115902965,1
2023-06-12,1657,92,1,Organic,Organic Search,Spring Promo,Mobile,Canada,0,2,214,2.0,214.0,214.0,0.010869565217391304,1
2023-06-04,1658,114,6,Referral,Organic Search,Spring Promo,Desktop,India,1,0,0,0.0,0.0,0.0,0.05263157894736842,1
2023-06-23,1659,312,8,Organic,Social Media,,Mobile,India,1,1,150,0.125,150.0,150.0,0.02564102564102564,1
2023-06-01,1660,434,9,Social,Social Media,Summer Sale,Mobile,USA,0,1,100,0.1111111111111111,100.0,100.0,0.020737327188940093,1
2023-06-24,1661,109,3,Referral,Referral,Summer Sale,Desktop,Canada,0,3,237,1.0,237.0,237.0,0.027522935779816515,1
2023-06-26,1662,118,4,Social,Organic Search,Winter Campaign,Desktop,Canada,0,3,405,0.75,405.0,405.0,0.03389830508474576,1
2023-06-01,1663,422,9,Organic,Organic Search,Summer Sale,Tablet,UK,0,2,122,0.2222222222222222,122.0,122.0,0.02132701421800948,1
